"contents","author","category","star_tweet"
"Netflix may have found their 'Carmen Sandiego' and she comes with Golden Globe credentials https://t.co/2nhvucMxZd https://t.co/ZFW70GC3EK","@UPROXX","pop culture",
"costume idea ---Carmen SanDiego ~ i HAVE to get this! it's going down! http://t.co/1mZDmwYiVi","@quixotic_kane","style","x"
"@Miss_Magitek You need a fedora to complete the Carmen Sandiego look","@WillonHitboxTV","style",
"a real life carmen sandiego. and she has the hats https://t.co/jAvYIPGwg3","@manhatanProject","style",
"Does anybody want to form an acapella group together where all we sing is the Carmen San Diego theme song in the style of Rockapella????? I AM NOT JOKING AND I DONT EVEN CARE WHICH PART I GET THAT IS HOW SERIOUS I AM. cc: @avb","@lynnweingarten","pop culture","x"
"Carmen Sandiego invented scamming and was the true gay icon","@mmcclena","inspiration",
"Where in the world are OC Trainers this week? California, Ohio, Illinois, Puerto Rico, Florida, and Texas! #CarmenSandiego","@OwnerConnect","pop culture",
"Lol , “Where is Carmen Sandiego” used to be my fav educational show growing up. That, Liberty’s Kids & Cyberchase https://t.co/yGcipNxu3A","@DreadLegend_","edutainment",
"I am grateful I had a Carmen Sandiego game that taught me she was a thief. Problem is even tho we were supposed to be catching her for her crimes. I looked up to her. https://t.co/qz2o0FhMbK","@Avatarchae","inspiration","x"
"The travel vehicle in my Carmen Sandiego USA game became that fast car from Alaska to Hawaii, cars can't go on water!","@JeremiahLiles1","pop culture",
"Y'all are never going to see my eyes again. I am in love with giant hats. #Hats #CarmenSandiego https://t.co/23FUPlg0Hl","@00Msheep00","style",
"What You Learn Searching For Carmen Sandiego Without Google's Help | https://t.co/5sDPr70rv1","@cracked","edutainment",
"Drake's Dad Does His Best Carmen Sandiego: Drake's dad must have a thing for adventure, mystery and international… https://t.co/Bz57SIjby8","@superstarleak","travel",
"Okay, I'm no video game expert so I'll just ask nicely for any company that makes video games to release Oregon Trail just as it originally was and Where in the World is Carmen Sandiego so I can play them on Xbox one. Thank you.","@angela1106","pop culture",
"This made me really nostalgic. Carmen Sandiego was such a great show. I learned so much about geography from the... https://t.co/xDfmEYec94","@Cellorelio","edutainment",
"@TashaAlyssa just a twitter profile picture, probably something with a hat that reminded me of carmen san diego. don't remember much.","@summoner2100","style",
"Happy Halloween to one and all! Love, Carmen San Diego 💃🏻👻😘 . . . . . . . . . #halloween… https://t.co/UK5ZISWOQv","@pieranotpierra","style",
"#FinallyAtPeaceWith never knowing where Waldo, Carmen San Diego, that dude's car, or the beef are.","@TheStarrzy","pop culture",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show Ever https://t.co/S6Ofld0uui","@CelebritySights","edutainment",
"#Woopra Where in the World is Carmen San Diego: How to Engage Customers Along the Journey. Read Blog: https://t.co/ia1ir3hVTV","@App_sw_","pop culture",
"It is a true gift to travel the world with someone you love. I hope Carmen Sandiego feels the same way about me. I would ask her but I don’t know where in the world she is right now.","@bobsaget","travel",
"ENJOY GUYS, WOULD LOVE A RETWEET! LOOKING for Carmen SAN DIEGO: A WEST COAST journey. https://t.co/ZYxXOXNEVL via @YouTube","@iMade_YouLook","travel",
"Carmen Sandiego made me want to travel and learn things for the rest of my life. It also sparked my interest in history, mythology and time travel","@RowanGayle","edutainment","x"
"Carmen Sandiego Returns in a New Educational App https://t.co/74MmkGUWyS https://t.co/imW47gokIs","@RobbiedsimsD","edutainment",
"And I still can't find #carmensandiego... #globe #vintageglobe #dreamingoffaroffplaces #wackytacky https://t.co/QUGCHlB7LW","@wacky_tacky","pop culture",
"Here's me in red, dressing up as Carmen San Diego for the same halloween party playing munchkin with her brother's friends. https://t.co/RVqi8QLdKr","@sodosodoso","style",
"Фото: diamond-tiara-4-serving-spoon: Nice Carmen San Diego cosplay Miss Rarity.  http://t.co/ZineEWJFAc","@muskdeer92","style",
"Gotta get his Where in the World is Carmen San Diego-style map graphics ready first","@lizchar","pop culture",
"Doing more traveling than Carmen San Diego https://t.co/CucPmB53Qf","@SleazyC_","travel",
"@GalicianDreams @woznyjs Where in time is carmen San Diego, where's Waldo, or is it the cat in the hat ? https://t.co/AE38MKxH57","@JaJaSureStoneJJ","pop culture",
"@NowWeAreNowhere Only Carmen Sandiego and The Oregon Trail made learning fun. That and maybe the Zoombini's.","@Kitsuagi","edutainment",
"@jiggsy I bet @Eve_Beauregard would make a great Carmen Sandiego cosplay.","@Strider_3029","style",
"Gonna do ya a favor Your PC edutainment childhood was Jump Start, Clue Finders, Humongous Entertainment, Super Solvers, and Carmen Sandiego","@Aerobian_Angel","edutainment",
"This group, which achieved fame on the PBS series “Where in the World Is Carmen Sandiego?,” performed loose-jointed, post-Motown styles","@40Savinskaya79","pop culture",
"BlackBag Tip of the Day: Where in the world is Carmen San Diego? Watch how to view location data for pictures and other files with geolocation data in #BlackLight to find out. Even Carmen can't hide! Learn more: https://t.co/on4wMToyPY https://t.co/LGNj0sB5Ks","@blackbagtech","search",
"@DanHanzus @MarcSesslerNFL The hat Bob Costas is wearing tonight is very Carmen Sandiego.","@annekakielman","style",
"Happy Halloween, #throwback watching Carmen Sandiego and wearing my costume https://t.co/8wyFBLG7BV","@Gladysd27396392","style",
"Now The Magic School Bus is returning! A Carmen San Diego reboot is inevitable at this point. http://t.co/FqkQSvXTOH","@adam_holmes789","pop culture",
"We shoulda known when she came thru w/ that Carmen Sandiego trench coat","@badgalmunaaa","style",
"@hihello_hannah I know it’s not the right outfit, but it kinda reminds me of Carmen Sandiego. 😂","@codymiddleton55","style",
"On my way to commit educational geographical crimes. #carmensandiego https://t.co/XySRE8XYZQ","@AnaisG0nzalez","edutainment",
"Had a dream that @cinephileo had concocted an elaborate scavenger hunt involving Carmen Sandiego-esque world traveling. At least I think it was a dream.","@Cobes","travel",
"What if A and Carmen Sandiego are actually the same person? Or at least Red Coat. #PLL","@_Sebs_","style",
"Explore. Do something wild. Get lost without your cell phone. Try to find Carmen San Diego. Idc, just do something different.","@QuothTheRay","travel",
"Where at LCDC Have you heard of Carmen San Diego? It’s a game kids play while secretly learning geography. We’... http://t.co/aiaooDfDXH","@LCDCfish","edutainment",
"Dressed as Agent Carter again today, 4 people have stopped me saying I'm Carmen Sandiego. She wears all red. I'm revoking their nerd cards.","@intotheairwaves","style",
"@Ph0enixValkyrie @Zak_Bagans Its like ""Where in the Hell is Zak Bagans?"" Carmen san diego style lol","@OrangeCru5h","pop culture",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show …... https://t.co/QUEYDPr2Vv","@ChardyN_DubzFan","edutainment",
"@nictate My real-time rankings (subject to change) 1. Belloq - Raiders of the Lost Ark (it’s the outfit/backdrop combo that wins.) 2. Smooth Criminal - best outfit match & admitted bias for best MJ video all time. 3. Casablanca 4. Chinatown 5. Carmen Sandiego","@mattgarthoff","pop culture",
"How in the world did Wonder Woman get Carmen Sandiego's outfit? #METVWONDERWOMAN","@ChrisAFilippone","pop culture",
"Dressing up as Carmen Sandiego tonight, and my hat has mysteriously gone missing. The irony, unlike the hat, is not lost on me.","@LoreKeating","style","x"
"Netflix is betting on ‘90s kids nostalgia for learning with upcoming lineup https://t.co/041KBERWRV https://t.co/Fm9U2xVo3Y","@Gaming_NN","edutainment",
"@haiinthesky i love Carmen San Diego and her fluffy corgi butt thank you for this gift","@luckygandor","pop culture",
"My fave educational game was Carmen Sandiego because I learned about geography and history! http://t.co/hvy264xcRN #ThinksyNostalgia","@AloyisiusOxbow","edutainment",
"Now the game show Where in the world is Carmen San Diego had a unique theme acupella style performed brilliantly by @RockapellaMusic","@Thibodeaux38","pop culture",
"How Carmen Sandiego accidentally became an educational game icon https://t.co/1FqXuvVdDw via @flipboard #videogames #games","@eddiethatvoguy","inspiration",
"@actiasfelicis by 'don't go here' i mean 'the mobile game plot is available in english and i still do not understand it beyond carmen sandiego time travel","@actiasfelicis","pop culture",
"Where in the world did Carmen Sandiego get that coat, am I right?","@MikeDrucker","style",
"It’s no coincidence Carmen Sandiego ALSO wears a stylish scarf.... #bluejays https://t.co/Idv5cgDSWS","@Homeplate_Lady","style",
"My style icons are Harriet the Spy and Carmen San Diego.","@megangogerty","fashion",
"Great game on those slow 4th class afternoons. ""Where in Time is Carmen Sandiego?"" another classroom classic! https://t.co/3A8wKnAvfg","@thefatkid88","edutainment",
"It was always Carmen Sandiego being a bad ass and seeing all her adventures getting of trouble that I loved the most about the cartoon show.","@CCTakato","inspiration",
"Next yrs halloween costume Carmen Sandiego... :D","@Nid_hdz","style","x"
"Where in the world is Carmen Sandiego? #carmensandiego #whereintheworldiscarmensandiego #redhat… https://t.co/gki2mjZwwi","@hannanazine","style",
"Best halloween costume: tell everyone you're going as carmen sandiego and then dont show up","@Butt_Chalupa","style",
"Mexican wedding cookies are as well traveled as Carmen Sandiego. https://t.co/5KdYgnIW32… https://t.co/3pivZvJJq7) https://t.co/rL8irMSBTS","@beersnacksyes","pop culture",
"This Carmen Sandiego bit of the clapcast is a personal gift for me. Thank you.","@FatT_Wisdom","pop culture",
"@itmeJP 5 connections?!? Who booked your flight, Carmen Sandiego?","@elpandajerk","travel",
"Yesterday. Outfit inspired by Carmen Sandiego. #huntervalley https://t.co/nm2NuhQsmj","@kimietsuka","style",
"I triggered some serious childhood nostalgia in people tonight with my costume. Never would have thought I’d have a dozen strangers giving me length speeches about their feelings on Carmen Sandiego in a bar 😂 https://t.co/gzgnqDQi6F","@halesjade","style","x"
"B/c I'm holding the @nerdreactor bus. card I look like I'm wearing my Carmen Sandiego outfit: http://t.co/1r4maLCnbr… http://t.co/XmoGemrpVg","@KevinShinick","fashion",
"A6: Toying w/ idea of having me the mayor go missing (like Carmen Sandiego style) and they have to figure out where I am? #XPlap","@StefaniePitzer","pop culture",
"Rockin that ""where-in-the-world-is-Carmen-San Diego"" look! Hahaha head wrap and red hat to cover the… https://t.co/KZPA62OoBp","@DianaVaden","style",
"@BoboNoire Ooohwee, I had so much fun learning history with ""Where in the World is Carmen San Diego?"". Best Scholastic book fair purchase ever.","@BoboNoire","edutainment",
"@LaceRossi Fodor's USA Travel Guide, World Almanac of the USA & Where in the USA is Carmen Sandiego Clue Book help me find Carmen in the US.","@JeremiahLiles1","travel",
"@PLUMPKIN Just needs a snazzy giant hat to match like Carmen San Diego","@kmmgreen5","style",
"We almost had her!!! We know where in the world she is now! #carmensandiego #cosplay #nbc7 #sdcc… https://t.co/dEao04R43d","@JasoninSD","style",
"@RoxyfromGotham Any chance of a Carmen Sandiego cosplay? https://t.co/PmQ5PEpfHC","@JasonRempala","style",
"Plotting locations on a map without reference, Carmen SanDiego style.","@heislockwood","pop culture",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/qsYAgq6sIM https://t.co/xsaQOmjdGx","@fbancoff","pop culture",
"@animejunki71 @olga_breido Carmen Sandiego! : D Can't wait. Thank you, my lovely.","@LiesbethLap","pop culture",
"We love this new chef/mom-designed video game for kids that's like Carmen SanDiego meets Cooking Mama. It's fun -- and it's really educational! https://t.co/EsCYsci2e6","@coolmompicks","edutainment",
"Next time Ego wears a fedora, I think everyone should text him to tell him he looks like Carmen Sandiego.","@NotAlwaysRong","style",
"@AtariTexas I loved playground by the Oregon Trail on the apple II at school. The game has an interesting history starting as large scale floor based classroom game. I am going to pick that up at some point, though I have it In other forms. I hope they do Carmen Sandiego next.","@TrillionPixels","nostalgia",
"With the announcement of The Magic School Bus and Carmen Sandiego, @netflix should change their name to Netstalgia.","@itsaChristian","pop culture",
"I'm in Spain. #CarmenSandiego https://t.co/lSa8MVLCBk","@The_Jessicak","travel",
"@straphangeryyc Next thing, someone's gonna just take our building off its foundations and carry it off Carmen Sandiego style.","@straphangeryyc","pop culture",
"Someone with skills please photoshop @SenToomey in a Carmen Sandiego outfit. Maybe out he's stashing the loot DeVos gave him for a Yes vote.","@mikemarbach","style",
"You know that old kids show ""Where in the world is Carmen Sandiego?"" What we need: ""Where in the world is Harry Styles?""","@hailthedimples","pop culture",
"I've been compared to both Carmen San Diego and Christina Grimme in the last 24 hours. Amy Winehouse, whenever I wear winged eyeliner. Lights, when my hair is at her scenemo best. Emma Watson, when I'm giving ""the look"". And, my mom, every time her old friends see me.","@peachesindreams","style",
"@leastihavemy___ Where in the World is Carmen San Diego's Hat?","@JuliusIrvington","style",
"@WAGYPodcast Growing up, did you play educational games like Oregon Trail or Carmen Sandiego? Are there any that still hold up as fun today?","@joelschlosberg","edutainment",
"""She was a flash of crimson across a security camera, listless brown eyes and a passionless pout hidden under a slanted fedora."" The first line from what was Carmen Sandiego fanfic I wrote for a creative writing class in college. She steals something from the Cloisters.","@ConStar24","pop culture",
"@OrdinaryTravelr Once, @markwpeterson and I dressed as Carmen Sandiego and Waldo for Halloween in India! @OrdinaryTravelr","@SharonPodobnik","style",
"@CjMcWillams It's either that or stealing the entire restaurant, Carmen Sandiego style.","@Sushi575Jones","pop culture",
"@csimps0n if there's anything i learned from Carmen Sandiego, you gotta get the Loot, the Warrant, then the Crook","@ksheely","edutainment",
"A week in Egypt and Italy planned for this year. Trying to follow my childhood role model Carmen Sandiego.","@Jimmy_Ness","fashion","x"
"Where in the World Is Carmen Sandiego? (#33c3) https://t.co/r6rEFTjSG0 < how #secure are travel system? You'd be surprised. https://t.co/30pQSpd7Go","@myfear","travel",
"He also wears 6 inch heels and a scarf at all times He has been mistaken for a purple Carmen Sandiego","@SeasonedHam","style",
"My kids are getting desktop comps today for their B-days. Question: what are some good educational kid games? I had Carmen Sandiego etc.","@CarmichaelDave","edutainment",
"@investvancouver I'm no Carmen Sandiego, but a catch up is in order. It should be better than the educational video game","@JordanKallman","edutainment",
"Where in the World Is Carmen Sandiego? https://t.co/dDZEblKcv4 security/privacy risks of GDS legacy systems for travel and web layers on top","@axleyjc","travel",
"This was about 4 years ago... #carmensandiego #costume #cosplay #whereintheworldiscarmensandiego… https://t.co/GxyUhRIcjg","@TheJessicaMercy","style",
"Ben Simmons travels more than Carmen Sandiego","@SilvahHammah","travel",
"On the road all day..looking forward 2 seeing new cities! I'm going 2 make like #CarmenSandiego #roadtrip #Adventure http://t.co/aTaTeaKad5","@NineMusesProd","travel","x"
"Netflix is making a Carmen Sandiego cartoon series and lemme just say thank u to Netflix for making my childhood come full circle","@__kgreene__","pop culture",
"Why is there no gritty reboot of Where in the world is Carmen Sandiego? I'd even take a funny TBS style buddy show.","@jgrenn","pop culture",
"12. If I could be anyone else for a day, I'd be Carmen Sandiego. Traveling the world with cool stuff and no one could bother...find me. https://t.co/hvvHZUlAPo","@Nina_Writes","travel",
"@DKTNNS I now have the Carmen Sandiego theme stuck in my head but with Nadia Petrova instead. Thank you.","@Renestance","pop culture",
"😀🙉🤗 #Magazine #Vulture : Get Gina Rodriguez a Giant Coat, Shes Doing a Live-Action Carmen Sandiego Movie | Vulture, please click here for details. #Magazine #Celeb #News #Today #Maga https://t.co/Qk36huGLCG","@magazinbirbak","pop culture",
"@AnnieOa70013462 @MichaelAvenatti @EdKrassen @RudyGiuliani He was humiliated and shamed by Michael Avenatti on live TV. Following this, he purchased a Waldo outfit, called up Carmen Sandiego, and has been on the run somewhere in the US ever since.","@ResistMonsters","pop culture",
"@LadyOnTheMuna I love takin pics when I'm bored lol & I found my Future/Carmen Sandiego hat, so I just had to 😂💅🏾 https://t.co/bT7mECFWbF","@LadyOnTheMuna","style",
"Carmen Sandiego is a goddamn Lesbian Icon","@queersquid","inspiration",
"@Minnytrooster @SpiceBatGirl But you aren't. Because these things, #drunkcdunkerson knows! )like Carmen San Diego or Ghostwriter or Bill Nye the Science Guy or Wishbone","@casanovasmalls","nostalgia",
"All she need is a fedora and she would look like Carmen Sandiego https://t.co/CcanKnOiuI","@Cicis_Interlude","style","x"
"Carlotta got on this ""Where in the World is Carmen Sandiego?"" hat on.","@ItsSimplyKayla","style",
"So for Halloween I was Carmen San Diego. Gotta find costumes where I… https://t.co/YumXqGB0qk","@Operababyd","style",
"@bren1008 @forensiclisa @Heefosaurus I learned what ""dossier"" meant from Carmen Sandiego. *nods*","@NextWaveMLB","edutainment",
"@lakehounds They were really popular edutainment computer games in the 90s. Carmen Sandiego got a gameshow and cartoon adaptation she was so huge","@GreenBeanSuprem","edutainment",
"I have had the theme from 'Where in the World is Carmen Sandiego?' since 8am this morning. It is driving me insane.","@billykeable","pop culture",
"[WP] Waldo and Carmen SanDiego have a child, and then lose him on a trip. Now, they have to find out where he is. https://t.co/0w0VHbL4If","@rWritingPrompts","pop culture",
"Lady Gaga Swiped Her Hat And Trench From Carmen Sandiego’s Closet https://t.co/McClk1wzb9","@settleonmariko","style",
"@Sererena you know, if that hat were red you would make a killer Carmen sandiego","@shadesfox","style",
"@brooksasanoun Game companies please make cluefinders 4th grade adventures also amazon trail 3 and where in time is carmen sandiego go go","@kormtrom","pop culture",
"Great Cosplay!! @ny2k @li_Spidey is blue @secretsandbones @carmen.sandiego @anerdatthecoolkidstable @kaldur https://t.co/1jY9F0Xlvj","@jdfffn","style",
"That'll show me to make a random joke about Glass threatening to dress up as Carmen Sandiego & steal all the world's monuments if people don't donate during Pledge Drive Week","@BBolander","pop culture",
"@0Hour1Intern Because sneaking is fun? Everyone wants to be Carmen San Diego... I mean look at her trench coat. And her hat would be purple","@russell_mack","style",
"@jvs3 WHo are you! You take more trips than Carmen San Diego #whereintheworldisJVS","@MarcoSerna4778","travel",
"I grew up using early EDU software, worked for a large school district, and run EDU business development today. This article rings a lot bells, both nostalgic and alarming for many companies I see in this space today. #education #d…https://t.co/x7lpfATmX0 https://t.co/rrZvhzlRfO","@erik_heinrich","edutainment",
"@shanyounot #CarmenSandiego at the #ATM (#CarmenSandiegocosplay #C2e2 #c2e2day2 #cosplay #costume #chicago #conven… https://t.co/1BwNNixzFL","@chicago_autos","style",
"""Where in the World is Carmen Sandiego’s Luggage [...]was used as part of a classroom-based customer service training course at Scandinavian Airways Systems (SAS)"".""","@LucasHayas","pop culture",
"@k8bushofficial You lost me at “fedora”, but regained me forever with “Carmen San Diego”","@TheGayChingy","pop culture",
"My next fascination, #CarmenSandiego. That theme song was nearly ritualistic and I was intrigued by her adventures and dope style.","@TrellWorld","inspiration",
"Carmen Sandiego Halloween Costumes https://t.co/23n0r0vP27","@24websurf","style",
"Lady Gaga Is Really Into Dressing Like Carmen SanDiego Lately https://t.co/xBboX3HJyP #trends #fashion #chic","@StyleMinimal","style",
"80 Days is a lovely game. Brings back memories of Carmen Sandiego, traveling, & reading Jules Verne. https://t.co/23fb8sLbEM","@Disasterpeace","pop culture",
"Ready to party! #halloween #whereswaldo #carmensandiego #lifeasadietitian #partyattheinlaws https://t.co/66jcdEzPGZ","@WhittyNutrition","style",
"I remember this computer in Elementary School. My favorite game was Carmen Sandiego. #thegoldbergs","@iamnotatwit","nostalgia",
"@bowmanspartan @NCAgames Think of it this way- the last successful educational game was Where in the World is Carmen Sandiego (I also had some success with the incredible machine.) People focus too much on the *message* and less on the *game*. Good game will always instill a good message (or memorable)","@TycunaTV","edutainment",
"A Carmen Sandiego-esque Doctor Who rpg but Monster of the week style. Is this anything?","@RowanGayle","pop culture",
"I love old educational television. Similarly, a reminder that I would pay BIG MONEY for Super Solvers HD Collection https://t.co/FLlHKar7iC","@BardicKnowledge","edutainment",
"@StephanieCarvin Wow! Thank you Stephanie! I think of you as the model modern professor. Also Stupid Carmen San Diego makes me laugh every time I think of it","@JenniferRobson8","pop culture",
"Dorkly made a tweet about rebooting Carmen Sandiego. The question is: Do we reboot it as the educational series or something else?","@595moore","edutainment",
"Kourtney Kardashian Takes Younes Bendjima on a Surprise Birthday Trip Oh, the places they'll go! Kourtney Kardashian channeled her inner Carmen San Diego for Younes Bendjima's birthday--and no, we're not talking about a role-playing fantasy.... https://t.co/uCiAyTMz6Z","@BarrWarren","travel",
"Just played “Where in the world is Carmen Sandiego?” with my car. Never again.","@FEELZ_","pop culture",
"@ashesinyourhair OMG it's perfect. And I could be in people's Beeswax all the time. NEW CAREER. DONE. Also I wear a fedora and a coat like Carmen SanDiego.","@AleshaRuth","style",
"Working on a Carmen Sandiego costume for Saturday, looking up passports from other countries for props. I'm probably on a watch list now.","@IneloquentGirl","style",
"@catehstn WEALTHY international mystery woman, or criminal? OR BOTH? Are you secretly Carmen Sandiego?","@kwugirl","pop culture",
"In honor of #InternationalWomensDay I'm dressing like Carmen San Diego.","@JanCaruana","fashion",
"#ILoseMyselfWhen the GPS goes broken and all I have is my Waldo clothes on. And no, my drag queen name isn’t Carmen Sandiego. That’s only on Tuesdays. https://t.co/UaZYDfrQrA","@RussellMadison_","style",
"@TheColinJost that CNN set with the globe floor reminded me of the Where In The World Is Carmen San Diego gameshow! http://t.co/udzAc4tpp3","@JonPNowlan","pop culture",
"At this point I think Drake just trying to find out where in the world is carmen sandiego. He'll stop jacking styles when he finds her.","@FAB_LAW","pop culture",
"I'm just trying to eat good food,listen to good music, collect good art, and travel around the world more than Carmen San Diego ✈️💯","@mr_urkel","travel","x"
"@buzzerblog They should see about getting Carmen Sandiego from PBS. Educational Game Show programming!","@TheZorker","edutainment",
"Where in the world is Carmen San Diego? #halloween2015 #dressup https://t.co/gegtxQzhbR","@VictoriasBoots","style",
"@PBS The Magic School Bus for sure with Arthur, Bill Nye, and Carmen Sandiego as close runner ups #ILovePBS","@ChewyFishy","pop culture",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show Ever via @People https://t.co/xixrjYCOhY","@georgegallagher","edutainment",
"@chronolynx CAPTAIN PLANET HE'S OUR HERO GONNA BEAT UP CARMEN SANDIEGO","@smartkittymomo","inspiration",
"If you've ever wondered why I am the way I am,, a large part of that is because of ""Where on Earth is Carmen Sandiego"",, truly an underrated icon","@elise_mclovinit","inspiration","x"
"How do you top #EdwardSnowden's #Halloween costume this year? 🎃💾👓 #WheresWaldo #CarmenSandiego https://t.co/8P3afR1zmJ","@Criptext","style",
"MONICA REYES IS DRESSED LIKE A HATLESS CARMEN SANDIEGO. Thank you, 2002. #XFiles #Season9","@Kbethery","pop culture",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/Zi2I1kGVqT https://t.co/C7nV6KlWgP","@Ice_N_berg","pop culture",
"@AshleyElizabeth please tell me you're Carmen Sandiego? If not, forgive my lack of cosplay characters.","@morgs1223","style",
"Hurricane Corrine borrowed that trench coat from her nanny Raquel aka Carmen San Diego. #TheBachelor","@slpprywhenwendt","style",
"I've located Carmen Sandiego. Too bad I can't wear this hat in the studio! http://t.co/dn4BpuZqd3","@RCadeSports","style",
"If only her hat was red then Lady Mary could be Carmen Sandiego #MOS #DowntonPBS","@howdyyal","style",
"Best cosplay ever? @bigkingbadger but where on earth is Carmen Sandiego? http://t.co/FL7scs76xc","@pigeonbaguette","style",
"Noooooooooo! Where in the world is carmen san diego? is such a more iconic show, lol https://t.co/FQwEhj4UfG","@JerseyImperator","pop culture",
"Super conspicuous hat choices #truedetective then again it works for Carmen sandiego","@invisiblecircus","style",
"So Carmen Sandiego was the bad guy apparently? She was my role model though.","@MGx_x","inspiration",
"@KatrinaWeidman I wanted to be Carmen San Diego but I couldn't find the coat. So I'm going with Imp, complete with black fairy wings & fangs","@jenny_betts7","style",
"Today I think I saw Carmen SanDiego boarding a bus in northern Virginia. She works in finance, y'all","@thecountesscoco","travel",
"@JaredLeto any plans for Halloween this year ?. I'm thinking of going as Carmen SanDiego,ghost hunting in St Augustine. Wish you came with","@LaylaVirgo","style",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/eKH6er45yd","@Justine___C","pop culture",
"@APNicolau @ficlovindancer @cleekers @HaughtlineBling @wonderlust71 @YippleDoo @kirbstommp @failwolf1 @ShelbiGlasner @mermaidentist @Nuutmeg @NParoubek1 @TheAimsss @ThemysciraJill @tacosaretasty1 @paradiseefalls @littleriky @EtienneAignerUS @KatBarrell Well you guys got to see the Carmen SanDiego outfit already :) so 3 more new outfits to go.","@earpercity","style",
"@bombsfall This Aubergine Ninja Carmen Sandiego needs to be in my Hallowe'en costume/trip to pharmacy arsenal.","@gingerhat","fashion",
"Carmen Sandiego caught at last: Carmen Sandiego's globe-trotting crime spree has finally come to... https://t.co/Xl3bqJUaCN :destructoid","@videogametweets","pop culture",
"Tom Brady's trench coat needs its own hashtag. #TomBradysTrenchCoat #CarmenSandiego #InspectorGadget #undershirt https://t.co/o3Xt6TZWZm","@SkyBlueBirdie","style",
"me while sick and dying on best day halloween day: i shoudda been carmen sandiego 💢","@rituaIist","style",
"@mrkempnz I enjoyed following your travels at ISTE2015.It was hilarious. Almost a flat stanley meets Carmen Sandiego adventure.","@bsweet321","travel",
"Maybe on day I'll ACTUALLY cosplay Carmen San Diego http://t.co/B1cRRashLx","@Valetparkerr","style",
"@Zerggiee Carmen SanDiego? Sounds like a Latin hero","@TjRodo","latina",
"The Brazilian girl in me is so happy that @HereIsGina will play Carmen Sandiego #carmensandiego #Netflix","@carolmaleixo","latina",
"Bethenny walked into lunch with Carole wearing the latest in ""Where in the World is Carmen San Diego?"" fashion. #RHONY","@TheHopeSpears","style",
"All hail Carmen Sandiego, a hero for our time.","@HindMakki","inspiration","x"
"Remember how we had those Cluefinders, Reader Rabbit and Carmen Sandiego games to learn things while growing up? Where are those games for today's age group?","@LeClairJoshua","edutainment",
"@samuelnas You were in costume?? I do, however, recognize Carmen San Diego though 🤣","@JustinNBC4","style",
